temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0_to_7cm,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos
20.1175,97.552475,19.7175,0.0,1018.4,66.600006,18.129137,186.84268,25.199999,21.2175,0.0,1.0,0.017213356155834685,0.9998518392091162
19.8675,96.64203,19.317501,0.1,1018.7,55.800003,17.414476,187.12492,28.8,20.3675,0.25881904510252074,0.9659258262890683,0.017213356155834685,0.9998518392091162
20.2675,98.77099,20.067501,0.0,1019.0,100.0,16.071491,195.59286,26.64,20.0175,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
20.4675,99.38476,20.3675,0.0,1019.5,100.0,14.917212,199.74693,24.119999,20.0175,0.7071067811865476,0.7071067811865476,0.017213356155834685,0.9998518392091162
20.417501,99.38453,20.317501,0.0,1019.3,100.0,17.811815,194.03627,26.64,20.067501,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162
20.2175,99.6914,20.167501,0.0,1018.7,100.0,19.137648,196.38962,29.519999,20.0175,0.9659258262890683,0.25881904510252074,0.017213356155834685,0.9998518392091162
20.067501,99.691025,20.0175,0.0,1018.5,100.0,16.263872,207.69939,29.16,19.9675,1.0,6.123233995736766e-17,0.017213356155834685,0.9998518392091162
20.067501,100.0,20.067501,0.0,1018.5,100.0,13.70839,209.93143,24.48,19.917501,0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162
20.1175,99.69116,20.067501,0.0,1018.8,100.0,10.44,226.39711,20.880001,19.917501,0.8660254037844387,-0.4999999999999998,0.017213356155834685,0.9998518392091162
20.067501,99.38288,19.9675,0.3,1019.0,100.0,6.6087217,240.64233,15.4800005,19.917501,0.7071067811865476,-0.7071067811865475,0.017213356155834685,0.9998518392091162
19.8675,99.69056,19.817501,0.1,1019.2,100.0,4.3498964,245.55606,11.159999,19.8675,0.49999999999999994,-0.8660254037844387,0.017213356155834685,0.9998518392091162
19.7675,99.690315,19.7175,0.0,1019.6,100.0,1.9386592,201.80147,7.5599995,19.7675,0.258819045102521,-0.9659258262890682,0.017213356155834685,0.9998518392091162
19.2675,99.68914,19.2175,0.0,1020.1,100.0,1.8,126.86999,3.96,19.567501,1.2246467991473532e-16,-1.0,0.017213356155834685,0.9998518392091162
19.7675,99.690315,19.7175,0.0,1020.8,100.0,2.0991426,120.96369,3.96,19.5175,-0.2588190451025208,-0.9659258262890683,0.017213356155834685,0.9998518392091162
20.567501,99.07907,20.417501,0.0,1021.4,100.0,4.072935,135.0001,10.08,20.167501,-0.4999999999999997,-0.8660254037844388,0.017213356155834685,0.9998518392091162
21.317501,98.175896,21.0175,0.0,1022.2,100.0,1.484318,104.03627,10.08,21.2675,-0.7071067811865471,-0.7071067811865479,0.017213356155834685,0.9998518392091162
22.2175,95.817154,21.5175,0.1,1022.0,75.3,1.835647,168.69011,9.72,22.5175,-0.8660254037844385,-0.5000000000000004,0.017213356155834685,0.9998518392091162
23.3675,86.667015,21.0175,0.0,1021.4,38.1,4.8965297,233.97253,13.679999,23.667501,-0.9659258262890683,-0.25881904510252063,0.017213356155834685,0.9998518392091162
23.7175,84.59748,20.9675,0.0,1020.6,49.8,5.904439,232.43134,16.199999,24.567501,-1.0,-1.8369701987210297e-16,0.017213356155834685,0.9998518392091162
24.167501,81.835686,20.8675,0.0,1019.9,46.5,7.145796,229.08571,17.64,25.417501,-0.9659258262890684,0.2588190451025203,0.017213356155834685,0.9998518392091162
24.317501,80.60548,20.7675,0.0,1019.5,47.700005,7.289445,237.09476,18.0,25.7175,-0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162
24.0175,81.565605,20.667501,0.0,1019.7,54.0,6.6185193,247.61981,17.28,25.3675,-0.7071067811865477,0.7071067811865474,0.017213356155834685,0.9998518392091162
