temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0_to_7cm,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos
14.898,87.82941,12.898,0.0,1025.7,27.600002,9.360001,67.3801,16.919998,15.298,0.49999999999999994,-0.8660254037844387,0.03442161162274574,0.9994074007397048
14.898,88.117004,12.948,0.0,1025.9,25.800001,11.119281,60.94549,17.64,15.198,0.258819045102521,-0.9659258262890682,0.03442161162274574,0.9994074007397048
14.748,88.682236,12.898,0.0,1026.0,25.500002,12.10157,67.24899,19.08,14.998,1.2246467991473532e-16,-1.0,0.03442161162274574,0.9994074007397048
14.998,87.26596,12.898,0.0,1026.3,22.2,14.118243,70.640915,20.880001,15.098,-0.2588190451025208,-0.9659258262890683,0.03442161162274574,0.9994074007397048
16.848,80.11183,13.398,0.0,1026.5,12.3,14.759999,77.319626,23.759998,16.698,-0.4999999999999997,-0.8660254037844388,0.03442161162274574,0.9994074007397048
18.848,72.26337,13.748,0.0,1026.3,0.0,15.986595,82.234924,27.72,18.898,-0.7071067811865471,-0.7071067811865479,0.03442161162274574,0.9994074007397048
20.898,64.056786,13.848,0.0,1026.0,0.0,18.391735,86.633606,31.68,21.798,-0.8660254037844385,-0.5000000000000004,0.03442161162274574,0.9994074007397048
22.248,57.091923,13.348,0.0,1024.8,5.3999996,19.852295,94.15957,36.0,24.248,-0.9659258262890683,-0.25881904510252063,0.03442161162274574,0.9994074007397048
23.148,52.151405,12.798,0.0,1024.3,2.6999998,19.164719,95.38922,36.0,25.798,-1.0,-1.8369701987210297e-16,0.03442161162274574,0.9994074007397048
23.598,47.99893,11.948,0.0,1023.9,2.6999998,18.089775,95.7105,33.839996,26.598,-0.9659258262890684,0.2588190451025203,0.03442161162274574,0.9994074007397048
23.648,46.762245,11.598,0.0,1023.4,6.8999996,17.414476,97.12492,31.68,26.548,-0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048
23.348,48.40798,11.848,0.0,1023.4,14.4,14.512064,97.12492,27.359999,25.548,-0.7071067811865477,0.7071067811865474,0.03442161162274574,0.9994074007397048
22.548,52.509995,12.348,0.0,1023.6,10.8,7.5942073,84.55976,19.08,24.048,-0.5000000000000004,0.8660254037844384,0.03442161162274574,0.9994074007397048
21.148,58.715443,12.748,0.0,1023.7,14.700001,8.473393,77.735245,17.64,22.198,-0.25881904510252157,0.9659258262890681,0.03442161162274574,0.9994074007397048
19.898,64.67681,13.048,0.0,1024.3,2.4,10.239453,79.87539,20.16,20.648,0.0,1.0,0.051619667223253764,0.998666816288476
18.948,69.06208,13.148,0.0,1024.2,1.5,12.964998,91.59111,23.039999,19.498,0.25881904510252074,0.9659258262890683,0.051619667223253764,0.998666816288476
18.298,72.39927,13.248,0.0,1024.0,1.5,13.849476,98.97255,22.319998,18.698,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476
17.698,76.41679,13.498,0.0,1024.2,3.8999999,13.276144,102.5288,19.44,17.998,0.7071067811865476,0.7071067811865476,0.051619667223253764,0.998666816288476
17.098,80.66873,13.748,0.0,1023.6,6.5999994,13.441071,110.37652,18.0,17.448,0.8660254037844386,0.5000000000000001,0.051619667223253764,0.998666816288476
16.598,83.81024,13.848,0.0,1023.1,2.7,11.503113,110.13639,15.4800005,16.948,0.9659258262890683,0.25881904510252074,0.051619667223253764,0.998666816288476
16.248,85.97619,13.898,0.0,1023.4,3.2999997,9.178235,101.3099,13.32,16.498,1.0,6.123233995736766e-17,0.051619667223253764,0.998666816288476
15.548,88.74828,13.698,0.0,1023.2,0.9,8.669949,94.76356,13.32,16.048,0.9659258262890683,-0.25881904510252063,0.051619667223253764,0.998666816288476
15.298,89.88984,13.648,0.0,1022.5,0.90000004,9.47012,98.74608,14.759999,15.698,0.8660254037844387,-0.4999999999999998,0.051619667223253764,0.998666816288476
15.298,90.18245,13.698,0.0,1021.6,5.1000004,11.770403,113.42871,17.64,15.598,0.7071067811865476,-0.7071067811865475,0.051619667223253764,0.998666816288476
15.248,90.17884,13.648,0.0,1021.1,0.0,11.4862,122.1957,19.8,15.448,0.49999999999999994,-0.8660254037844387,0.051619667223253764,0.998666816288476
15.248,90.4724,13.698,0.0,1021.4,0.0,9.0,106.26028,15.4800005,15.348,0.258819045102521,-0.9659258262890682,0.051619667223253764,0.998666816288476
15.298,90.475914,13.748,0.0,1022.1,2.4,7.9526596,84.805664,14.04,15.298,1.2246467991473532e-16,-1.0,0.051619667223253764,0.998666816288476
15.648,89.91584,13.998,0.0,1022.6,2.4,10.464798,86.05489,17.28,15.448,-0.2588190451025208,-0.9659258262890683,0.051619667223253764,0.998666816288476
